,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,neighborhood,available,five_day_dollar_price
2987,27711492,0.98,False,Centrum-West,52.38333,4.89335,Entire home/apt,2,1.0,1.0,10,$224.00,2,1125,True,3,3,4.83,True,,112.0,448.0,0.07,0.13,0.29,4.99,Centrum-West,,
2988,27711659,0.99,False,Westerpark,52.3818,4.87934,Hotel room,2,1.0,1.0,11,$189.00,2,1125,True,4,3,4.83,True,,94.5,378.0,0.06,0.15,0.19,4.99,Westerpark,,
2989,27711769,0.99,False,Westerpark,52.37547,4.87017,Hotel room,2,1.0,1.0,8,$204.00,2,1125,True,6,1,4.89,True,,102.0,408.0,0.09,0.2,0.24,4.99,Westerpark,,
2990,27711924,0.99,False,De Baarsjes - Oud-West,52.37014,4.86516,Hotel room,2,1.0,1.0,10,$189.00,2,1125,True,0,0,4.9,True,,94.5,378.0,0.09,0.13,0.24,4.99,De Baarsjes - Oud-West,,
2991,27712060,0.99,False,De Baarsjes - Oud-West,52.36464,4.86025,Hotel room,2,1.0,1.0,12,$189.00,1,1125,True,7,1,4.92,True,,94.5,189.0,0.08,0.22,0.16,4.99,De Baarsjes - Oud-West,,
2992,27713449,0.58,False,Zuid,52.35408,4.88446,Entire home/apt,2,1.0,1.0,9,$200.00,2,1125,True,0,1,4.79,False,,100.0,400.0,0.08,0.25,0.2,4.99,Zuid,0.0,
2993,27713691,0.95,True,Bos en Lommer,52.37649,4.85998,Entire home/apt,4,2.0,2.0,2,$150.00,3,20,True,0,0,4.82,False,,37.5,450.0,0.08,0.16,0.22,4.99,Bos en Lommer,0.0,
2994,27719323,0.26,False,Zuid,52.34408,4.86486,Entire home/apt,4,2.0,3.0,13,$279.00,3,30,True,0,2,4.91,False,,69.75,837.0,0.16,0.19,0.19,4.99,Zuid,0.4273972602739726,
2995,27744275,0.56,False,Bos en Lommer,52.38212,4.85716,Entire home/apt,2,1.0,1.0,12,$99.00,2,1125,True,0,0,4.73,False,,49.5,198.0,0.05,0.14,0.16,4.99,Bos en Lommer,,
2996,27745560,1.0,False,Westerpark,52.38589,4.88294,Entire home/apt,4,2.0,2.0,10,$150.00,3,12,True,0,0,4.39,False,,37.5,450.0,0.08,0.13,0.21,4.99,Westerpark,0.0,
2997,27754860,,False,De Baarsjes - Oud-West,52.36961,4.87512,Entire home/apt,4,2.0,2.0,12,$345.00,2,1125,True,1,1,4.94,False,,86.25,690.0,0.07,0.27,0.26,4.99,De Baarsjes - Oud-West,,
2998,27755390,0.5,False,Geuzenveld - Slotermeer,52.37344,4.81215,Entire home/apt,4,2.0,5.0,6,$250.00,7,1125,True,1,0,4.0,False,,62.5,1750.0,0.11,0.26,0.26,4.99,Geuzenveld - Slotermeer,0.10410958904109589,
2999,27774674,0.99,True,Centrum-West,52.37962,4.88769,Entire home/apt,2,1.0,1.0,9,$300.00,5,180,True,1,4,5.0,True,,150.0,1500.0,0.1,0.17,0.25,4.99,Centrum-West,0.5917808219178082,
3000,27774794,0.41,False,Oud-Noord,52.39994,4.90621,Entire home/apt,3,2.0,2.0,1,$159.00,4,1125,True,0,0,4.88,False,,53.0,636.0,0.07,0.21,0.23,4.99,Oud-Noord,0.0,
3001,27793181,0.68,False,Centrum-West,52.3707,4.89495,Private room,2,1.0,1.0,5,$133.00,1,365,True,1,2,4.54,True,,66.5,133.0,0.07,0.15,0.2,4.99,Centrum-West,,
3002,27795712,1.0,False,Bos en Lommer,52.37598,4.85819,Entire home/apt,4,2.0,2.0,4,$89.00,2,1125,True,0,1,4.75,False,,22.25,178.0,0.05,0.09,0.16,4.99,Bos en Lommer,,
3003,27800380,0.82,False,De Pijp - Rivierenbuurt,52.35508,4.896011,Entire home/apt,2,1.0,2.0,10,$152.00,3,30,True,0,0,,False,,76.0,456.0,0.08,0.13,0.23,4.99,De Pijp - Rivierenbuurt,0.32054794520547947,
3004,27803193,0.76,False,Centrum-West,52.37027,4.89509,Private room,2,1.0,1.0,8,$148.00,1,365,True,0,4,4.59,True,,74.0,148.0,0.07,0.19,0.18,4.99,Centrum-West,,
3005,27809371,0.98,False,Centrum-West,52.37073,4.89635,Private room,4,1.0,2.0,8,$296.00,1,365,True,0,2,4.5,True,,74.0,296.0,0.08,0.23,0.27,4.99,Centrum-West,,
3006,27825991,1.0,False,Watergraafsmeer,52.33978,4.94456,Entire home/apt,2,1.0,1.0,16,$195.00,3,90,True,0,1,5.0,True,,97.5,585.0,0.08,0.15,0.2,4.99,Watergraafsmeer,0.0,
3007,27833698,0.0,False,Bos en Lommer,52.37631,4.84774,Entire home/apt,2,1.0,1.0,1,$89.00,14,31,True,0,0,5.0,False,,44.5,1246.0,0.03,0.12,0.15,4.99,Bos en Lommer,0.0,
3008,27841791,,False,Oud-Oost,52.35502,4.92333,Private room,2,1.0,1.0,1,$80.00,2,1125,True,0,0,4.86,True,,40.0,160.0,0.05,0.14,0.15,4.99,Oud-Oost,,
3009,27850551,0.68,False,Centrum-Oost,52.36334,4.88664,Private room,3,1.0,1.0,21,$529.00,1,1125,True,30,3,4.35,True,,176.33,529.0,0.07,0.29,0.31,10.99,Centrum-Oost,,
3010,27851626,0.7,False,Westerpark,52.37401,4.87283,Entire home/apt,2,1.0,1.0,8,$120.00,3,15,True,0,0,4.8,False,,60.0,360.0,0.06,0.13,0.16,4.99,Westerpark,0.0,
3011,27854236,0.86,False,Centrum-Oost,52.36553,4.88664,Private room,2,1.0,1.0,46,"$1,200.00",1,1125,True,30,0,4.79,True,,600.0,1200.0,0.1,0.23,0.33,10.99,Centrum-Oost,,
3012,27863226,,False,Oud-Oost,52.35419,4.91655,Private room,2,1.0,1.0,1,$115.00,2,30,True,4,7,4.9,False,,57.5,230.0,0.06,0.13,0.18,4.99,Oud-Oost,,
3013,27865341,0.86,False,Geuzenveld - Slotermeer,52.3764,4.82335,Entire home/apt,2,1.0,1.0,6,$85.00,2,52,True,0,0,4.92,False,,42.5,170.0,0.05,0.08,0.16,4.99,Geuzenveld - Slotermeer,0.0273972602739726,
3014,27871686,1.0,True,Centrum-West,52.37806,4.88524,Private room,2,1.0,1.0,1,$139.00,3,1125,True,3,6,4.9,False,,69.5,417.0,0.06,0.13,0.17,4.99,Centrum-West,0.01643835616438356,
3015,27903955,0.67,False,Buitenveldert - Zuidas,52.3243,4.87289,Private room,2,1.0,1.0,5,$69.00,2,1125,True,0,0,4.46,False,,34.5,138.0,0.05,0.12,0.16,2.99,Buitenveldert - Zuidas,0.0,
3016,27913527,0.06,False,Centrum-Oost,52.37436,4.90417,Private room,2,1.0,1.0,1,$125.00,3,1125,True,0,0,4.93,False,,62.5,375.0,0.07,0.15,0.18,4.99,Centrum-Oost,0.0,
3017,27916775,1.0,True,Bos en Lommer,52.37807,4.84575,Private room,2,1.0,1.0,1,$45.00,2,270,True,0,2,4.54,True,,22.5,90.0,0.1,0.09,0.13,0.99,Bos en Lommer,0.25205479452054796,
3018,27921739,0.99,False,De Baarsjes - Oud-West,52.35871,4.8559,Hotel room,2,1.0,1.0,5,$224.00,1,1125,True,15,0,4.81,True,,112.0,224.0,0.13,0.25,0.29,4.99,De Baarsjes - Oud-West,,
3019,27940393,0.67,False,De Baarsjes - Oud-West,52.36397,4.8530974,Entire home/apt,2,1.0,1.0,10,$169.00,5,30,True,0,0,5.0,False,,84.5,845.0,0.07,0.14,0.18,4.99,De Baarsjes - Oud-West,0.43561643835616437,
3020,27944416,1.0,False,Geuzenveld - Slotermeer,52.37742,4.79661,Private room,2,1.0,1.0,1,$102.00,2,90,True,0,0,4.89,False,,51.0,204.0,0.07,0.09,0.14,4.99,Geuzenveld - Slotermeer,,
3021,27963222,1.0,False,De Baarsjes - Oud-West,52.35747,4.857943,Private room,4,1.0,3.0,17,$358.00,2,120,True,0,0,4.9,True,,89.5,716.0,0.07,0.2,0.2,4.99,De Baarsjes - Oud-West,,
3022,27969251,1.0,True,Centrum-West,52.37747,4.89247,Private room,4,1.0,2.0,9,$175.00,1,1125,True,1,3,5.0,True,,43.75,175.0,0.08,0.12,0.15,4.99,Centrum-West,,
3023,28005499,1.0,True,Westerpark,52.37655,4.87352,Private room,2,1.0,1.0,1,$97.00,1,365,True,13,2,4.72,True,,48.5,97.0,0.08,0.11,0.16,4.99,Westerpark,,
3024,28018811,,False,De Baarsjes - Oud-West,52.36674,4.86153,Entire home/apt,4,2.0,2.0,6,$247.00,2,1125,True,0,0,4.93,True,,61.75,494.0,0.09,0.24,0.24,4.99,De Baarsjes - Oud-West,,
3025,28042923,0.63,False,Westerpark,52.37943,4.87795,Entire home/apt,4,2.0,2.0,9,$206.00,2,1125,True,0,0,4.45,False,,51.5,412.0,0.08,0.26,0.2,4.99,Westerpark,0.0,
3026,28059480,,False,Oud-Oost,52.35941,4.92684,Private room,2,1.0,1.0,3,$75.00,1,5,True,0,0,5.0,False,,37.5,75.0,0.07,0.12,0.15,4.99,Oud-Oost,,
3027,28059954,1.0,False,Centrum-Oost,52.36828,4.91473,Entire home/apt,2,1.0,1.0,13,$189.00,3,15,True,0,0,4.94,False,,94.5,567.0,0.07,0.19,0.22,4.99,Centrum-Oost,0.0,
3028,28064282,0.59,False,Centrum-Oost,52.36834,4.90883,Entire home/apt,2,1.0,1.0,9,$235.00,3,14,True,3,2,5.0,True,,117.5,705.0,0.05,0.14,0.21,4.99,Centrum-Oost,0.019178082191780823,
3029,28098878,0.38,True,Centrum-Oost,52.3747,4.90329,Entire home/apt,3,2.0,2.0,2,$295.00,2,1125,True,1,1,4.96,False,,98.33,590.0,0.11,0.23,0.17,4.99,Centrum-Oost,,
3030,28102597,0.95,False,Centrum-West,52.371,4.88275,Entire home/apt,2,1.0,1.0,7,$189.00,5,8,True,0,0,4.83,True,,94.5,945.0,0.08,0.14,0.18,4.99,Centrum-West,0.0,
3031,28146045,1.0,True,Slotervaart,52.359398,4.825566,Private room,2,1.0,1.0,4,$80.00,3,300,True,1,3,4.89,False,,40.0,240.0,0.08,0.12,0.16,4.99,Slotervaart,0.0821917808219178,
3032,28146773,,False,De Baarsjes - Oud-West,52.37268,4.86148,Entire home/apt,2,1.0,2.0,13,$189.00,3,7,True,0,0,4.93,False,,94.5,567.0,0.07,0.11,0.19,4.99,De Baarsjes - Oud-West,0.0,
3033,28167828,,False,Centrum-West,52.37915,4.88627,Private room,2,1.0,1.0,5,$139.00,2,1125,True,0,0,4.99,True,,69.5,278.0,0.07,0.16,0.14,4.99,Centrum-West,,
3034,28170875,1.0,False,Geuzenveld - Slotermeer,52.38388,4.78787,Entire home/apt,4,2.0,2.0,7,$88.00,1,365,True,30,0,4.71,True,,22.0,88.0,0.05,0.12,0.15,4.99,Geuzenveld - Slotermeer,,
3035,28171967,1.0,False,Geuzenveld - Slotermeer,52.38388,4.78787,Entire home/apt,2,1.0,1.0,9,$92.00,1,1125,True,28,0,4.76,True,,46.0,92.0,0.05,0.09,0.17,4.99,Geuzenveld - Slotermeer,,
3036,28198817,0.89,False,Centrum-Oost,52.37372,4.90541,Entire home/apt,4,2.0,3.0,7,$271.00,5,1125,True,2,2,4.97,False,,67.75,1355.0,0.02,0.13,0.23,4.99,Centrum-Oost,0.2219178082191781,
3037,28215817,0.37,False,Centrum-Oost,52.35945,4.89665,Entire home/apt,2,1.0,1.0,5,$232.00,4,1125,True,0,2,4.94,False,,116.0,928.0,0.09,0.26,0.28,4.99,Centrum-Oost,0.0136986301369863,
3038,28220320,1.0,False,Oud-Oost,52.36321,4.93062,Entire home/apt,4,2.0,2.0,16,$300.00,2,60,True,0,0,4.6,False,,75.0,600.0,0.12,0.06,0.26,4.99,Oud-Oost,,
3039,28234064,0.66,False,De Pijp - Rivierenbuurt,52.35639,4.89057,Entire home/apt,4,2.0,2.0,8,$190.00,3,1125,True,0,0,4.59,False,,47.5,570.0,0.07,0.16,0.2,4.99,De Pijp - Rivierenbuurt,0.0,
3040,28236509,1.0,True,Watergraafsmeer,52.35247,4.93757,Private room,4,1.0,2.0,9,$225.00,3,30,True,4,0,4.94,False,,56.25,675.0,0.08,0.16,0.21,4.99,Watergraafsmeer,0.4602739726027397,
3041,28239821,0.92,False,De Baarsjes - Oud-West,52.36564,4.87402,Entire home/apt,4,2.0,2.0,18,$350.00,2,1125,True,0,1,4.57,False,,87.5,700.0,0.11,0.24,0.27,4.99,De Baarsjes - Oud-West,,
3042,28252823,0.82,False,De Pijp - Rivierenbuurt,52.35767,4.89973,Entire home/apt,4,2.0,2.0,8,$220.00,3,60,True,0,0,4.93,False,,55.0,660.0,0.1,0.2,0.24,4.99,De Pijp - Rivierenbuurt,0.0,
3043,28270449,0.77,False,De Pijp - Rivierenbuurt,52.35494,4.89681,Entire home/apt,4,2.0,2.0,15,$288.00,7,180,True,13,1,4.55,True,,72.0,2016.0,0.05,0.16,0.3,4.99,De Pijp - Rivierenbuurt,0.3506849315068493,
3044,28298830,1.0,False,Oud-Noord,52.38652,4.91382,Entire home/apt,2,1.0,1.0,14,$204.00,1,1125,True,7,2,4.52,True,,102.0,204.0,0.12,0.2,0.21,4.99,Oud-Noord,,
3045,28329497,0.68,False,Centrum-West,52.37035,4.87536,Entire home/apt,3,2.0,2.0,11,$250.00,7,1125,True,0,0,5.0,False,,83.33,1750.0,0.08,0.21,0.35,4.99,Centrum-West,0.0,
3046,28352406,,False,Oostelijk Havengebied - Indische Buurt,52.37924,4.92962,Private room,2,1.0,2.0,10,$150.00,1,10,True,0,0,4.8,False,,75.0,150.0,0.11,0.2,0.23,4.99,Oostelijk Havengebied - Indische Buurt,,
3047,28375507,,False,Zuid,52.35222,4.88483,Entire home/apt,2,1.0,1.0,8,$275.00,2,30,True,7,0,4.5,False,,137.5,550.0,0.11,0.18,0.19,4.99,Zuid,,
3048,28382281,0.82,False,Noord-West,52.40711,4.90547,Private room,1,1.0,1.0,1,$30.00,1,1125,True,0,0,4.59,True,,30.0,30.0,0.08,0.08,0.15,0.99,Noord-West,,
3049,28448785,0.4,False,Centrum-Oost,52.36206,4.90517,Entire home/apt,4,2.0,2.0,11,$355.00,7,365,True,5,0,4.61,True,,88.75,2485.0,0.07,0.32,0.27,4.99,Centrum-Oost,0.08767123287671233,
3050,28515027,0.33,False,De Baarsjes - Oud-West,52.37034,4.87321,Entire home/apt,4,2.0,2.0,16,$400.00,3,19,True,1,1,4.35,False,,100.0,1200.0,0.15,0.15,0.19,10.99,De Baarsjes - Oud-West,0.0027397260273972603,
3051,28516088,0.7,False,Zuid,52.35176,4.85122,Entire home/apt,2,1.0,1.0,1,$119.00,2,21,True,0,0,4.77,False,,59.5,238.0,0.05,0.16,0.16,4.99,Zuid,,
3052,28516161,0.9,False,IJburg - Zeeburgereiland,52.34736,5.00617,Private room,2,1.0,1.0,5,$85.00,3,1125,True,1,2,4.96,True,,42.5,255.0,0.07,0.11,0.16,4.99,IJburg - Zeeburgereiland,0.0027397260273972603,
3053,28517324,1.0,False,Geuzenveld - Slotermeer,52.37763,4.83702,Entire home/apt,2,1.0,1.0,7,$114.00,3,1125,True,4,1,5.0,False,,57.0,342.0,0.08,0.07,0.21,4.99,Geuzenveld - Slotermeer,0.038356164383561646,
3054,28535049,0.96,True,De Baarsjes - Oud-West,52.36306,4.86017,Entire home/apt,2,1.0,1.0,5,$90.00,2,7,True,1,0,4.96,False,,45.0,180.0,0.07,0.15,0.16,4.99,De Baarsjes - Oud-West,,
3055,28544205,0.99,True,Centrum-West,52.38031,4.88858,Private room,4,1.0,2.0,10,$224.00,1,1125,True,2,2,4.67,True,,56.0,224.0,0.07,0.18,0.19,4.99,Centrum-West,0.6684931506849315,
3056,28578641,0.61,False,De Baarsjes - Oud-West,52.36607,4.8748,Entire home/apt,4,2.0,2.0,14,$275.00,4,1125,True,0,0,4.92,False,,68.75,1100.0,0.08,0.16,0.17,4.99,De Baarsjes - Oud-West,0.0136986301369863,
3057,28582447,0.77,False,De Baarsjes - Oud-West,52.36949,4.85268,Entire home/apt,4,2.0,2.0,7,$129.00,3,1125,True,0,1,4.92,False,,32.25,387.0,0.06,0.16,0.16,4.99,De Baarsjes - Oud-West,0.0,
3058,28603995,1.0,True,De Pijp - Rivierenbuurt,52.35477,4.90627,Private room,2,1.0,1.0,12,$182.00,3,5,True,8,4,4.92,False,,91.0,546.0,0.08,0.25,0.17,4.99,De Pijp - Rivierenbuurt,0.8082191780821918,
3059,28706467,,False,Centrum-Oost,52.36828,4.92953,Entire home/apt,4,2.0,2.0,12,$365.00,3,30,True,0,2,4.83,False,,91.25,1095.0,0.07,0.19,0.26,4.99,Centrum-Oost,0.043835616438356165,
3060,28707425,0.99,False,IJburg - Zeeburgereiland,52.35469,5.00606,Hotel room,2,1.0,1.0,8,$204.00,1,1125,True,16,0,4.86,True,,102.0,204.0,0.09,0.22,0.21,4.99,IJburg - Zeeburgereiland,,
3061,28733428,,False,IJburg - Zeeburgereiland,52.35276,4.99552,Entire home/apt,5,3.0,5.0,14,$350.00,2,1125,True,0,0,4.91,False,,70.0,700.0,0.1,0.18,0.22,4.99,IJburg - Zeeburgereiland,,
3062,28750364,0.43,False,Centrum-West,52.36822,4.88228,Entire home/apt,2,1.0,1.0,19,$475.00,3,1125,True,0,1,4.57,True,,237.5,1425.0,0.08,0.17,0.2,10.99,Centrum-West,0.0,
3063,28753915,0.86,False,De Baarsjes - Oud-West,52.3622,4.86275,Entire home/apt,4,2.0,3.0,14,$299.00,2,4,True,0,1,5.0,False,,74.75,598.0,0.07,0.24,0.25,4.99,De Baarsjes - Oud-West,,
3064,28757751,0.87,True,Centrum-West,52.3743,4.89216,Private room,2,1.0,1.0,1,$104.00,3,30,True,0,10,4.95,False,,52.0,312.0,0.06,0.19,0.18,4.99,Centrum-West,0.21643835616438356,
3065,28768768,0.79,False,De Pijp - Rivierenbuurt,52.34438,4.90522,Entire home/apt,4,2.0,2.0,4,$200.00,4,8,True,0,0,4.67,False,,50.0,800.0,0.08,0.21,0.23,4.99,De Pijp - Rivierenbuurt,0.0273972602739726,
3066,28797705,1.0,False,Centrum-West,52.37095,4.89576,Private room,2,1.0,1.0,7,$127.00,1,365,True,1,11,4.59,True,,63.5,127.0,0.07,0.2,0.2,4.99,Centrum-West,,
3067,28798431,0.48,False,Centrum-West,52.37021,4.89717,Private room,2,1.0,1.0,4,$123.00,1,365,True,0,9,4.54,True,,61.5,123.0,0.06,0.09,0.17,4.99,Centrum-West,,
3068,28800804,0.65,False,Oostelijk Havengebied - Indische Buurt,52.36425,4.93857,Private room,2,1.0,1.0,1,$60.00,2,22,True,0,0,3.97,False,,30.0,120.0,0.06,0.11,0.17,2.99,Oostelijk Havengebied - Indische Buurt,,
3069,28806971,0.45,False,Zuid,52.35457,4.86748,Entire home/apt,6,3.0,4.0,22,$430.00,3,30,True,0,1,4.24,True,,71.67,1290.0,0.12,0.2,0.26,10.99,Zuid,0.0273972602739726,
3070,28809249,0.13,False,Zuid,52.34686,4.86792,Entire home/apt,2,1.0,1.0,9,$225.00,1,1125,True,14,1,4.86,False,,112.5,225.0,0.09,0.13,0.24,4.99,Zuid,,
3071,28827498,,False,Westerpark,52.3941,4.87741,Entire home/apt,2,1.0,1.0,17,$500.00,1,1125,True,0,0,3.89,True,,250.0,500.0,0.08,0.1,0.38,10.99,Westerpark,,
3072,28838040,1.0,False,Slotervaart,52.36526,4.83346,Entire home/apt,4,2.0,4.0,5,$150.00,2,1125,True,2,1,4.76,True,,37.5,300.0,0.07,0.22,0.22,4.99,Slotervaart,,
3073,28854693,0.4,False,Bos en Lommer,52.3781,4.85682,Entire home/apt,2,1.0,1.0,5,$110.00,4,31,True,0,0,4.93,False,,55.0,440.0,0.08,0.1,0.17,4.99,Bos en Lommer,0.0,
3074,28859886,,False,De Baarsjes - Oud-West,52.36405,4.86553,Entire home/apt,2,1.0,1.0,3,$119.00,2,1125,True,0,0,4.8,True,,59.5,238.0,0.05,0.12,0.19,4.99,De Baarsjes - Oud-West,,
3075,28881884,,False,Centrum-Oost,52.36372,4.9217,Entire home/apt,4,2.0,2.0,2,$155.00,2,20,True,0,0,4.75,True,,38.75,310.0,0.06,0.15,0.23,4.99,Centrum-Oost,,
3076,28882637,1.0,False,Bos en Lommer,52.38067,4.85032,Entire home/apt,4,2.0,2.0,9,$295.00,2,30,True,11,0,4.88,False,,73.75,590.0,0.16,0.18,0.34,4.99,Bos en Lommer,,
3077,28887550,0.67,False,Watergraafsmeer,52.35336,4.92818,Entire home/apt,4,2.0,2.0,12,$215.00,5,28,True,0,0,5.0,False,,53.75,1075.0,0.1,0.22,0.2,4.99,Watergraafsmeer,0.0,
3078,28892595,0.71,False,De Baarsjes - Oud-West,52.36378,4.87687,Entire home/apt,4,2.0,3.0,10,$198.00,2,5,True,1,0,4.81,False,,49.5,396.0,0.07,0.12,0.18,4.99,De Baarsjes - Oud-West,,
3079,28902322,0.5,False,De Baarsjes - Oud-West,52.37177,4.87368,Entire home/apt,2,1.0,1.0,6,$115.00,28,30,True,0,0,5.0,False,,57.5,3220.0,0.05,0.11,0.17,4.99,De Baarsjes - Oud-West,0.0,
3080,28922236,,False,De Baarsjes - Oud-West,52.37454,4.86253,Entire home/apt,2,1.0,1.0,2,$115.00,2,1125,True,0,0,5.0,False,,57.5,230.0,0.06,0.16,0.18,4.99,De Baarsjes - Oud-West,,
3081,28924243,,False,Geuzenveld - Slotermeer,52.38044,4.83816,Entire home/apt,2,1.0,1.0,3,$90.00,3,14,True,0,0,4.79,False,,45.0,270.0,0.04,0.12,0.16,4.99,Geuzenveld - Slotermeer,0.0,
3082,28934321,,False,De Pijp - Rivierenbuurt,52.34502,4.90325,Private room,2,1.0,2.0,1,$74.00,2,1125,True,0,0,4.44,False,,37.0,148.0,0.06,0.16,0.14,2.99,De Pijp - Rivierenbuurt,,
3083,28946381,0.8,False,Centrum-Oost,52.37405,4.9063,Private room,2,1.0,1.0,1,$76.00,1,1125,True,0,9,4.7,False,,38.0,76.0,0.04,0.13,0.17,4.99,Centrum-Oost,0.04657534246575343,
3084,28946914,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36251,4.9411,Entire home/apt,2,1.0,1.0,6,$120.00,3,1125,True,0,0,5.0,True,,60.0,360.0,0.07,0.13,0.18,4.99,Oostelijk Havengebied - Indische Buurt,0.0,
3085,28957881,,False,Westerpark,52.38313,4.87289,Private room,2,1.0,1.0,21,$600.00,2,6,True,28,0,4.54,True,,300.0,1200.0,0.11,0.25,0.41,10.99,Westerpark,,
3086,28970533,1.0,False,Oostelijk Havengebied - Indische Buurt,52.37628,4.93929,Entire home/apt,2,1.0,1.0,21,$469.00,1,1125,True,14,0,4.36,True,,234.5,469.0,0.09,0.24,0.26,10.99,Oostelijk Havengebied - Indische Buurt,0.5041095890410959,
3087,28973269,,False,Zuid,52.3534,4.86534,Private room,3,1.0,2.0,5,$129.00,3,5,True,0,0,4.86,True,,43.0,387.0,0.08,0.15,0.16,4.99,Zuid,0.0,
3088,28983337,1.0,True,De Baarsjes - Oud-West,52.36034,4.86364,Entire home/apt,4,2.0,3.0,11,$204.00,31,1125,True,0,0,4.95,False,,51.0,6324.0,0.09,0.22,0.24,4.99,De Baarsjes - Oud-West,0.0,
3089,28984522,,False,Slotervaart,52.36082,4.8238,Entire home/apt,2,1.0,1.0,7,$90.00,3,4,True,0,0,5.0,True,,45.0,270.0,0.07,0.13,0.15,4.99,Slotervaart,0.0,
3090,29006072,0.71,False,Oostelijk Havengebied - Indische Buurt,52.3634,4.94316,Private room,2,1.0,1.0,3,$84.00,1,1125,True,8,2,4.71,False,,42.0,84.0,0.06,0.13,0.16,4.99,Oostelijk Havengebied - Indische Buurt,,
3091,29007722,0.83,False,De Pijp - Rivierenbuurt,52.35776,4.88927,Entire home/apt,2,1.0,1.0,5,$95.00,2,23,True,0,0,4.93,False,,47.5,190.0,0.04,0.11,0.16,4.99,De Pijp - Rivierenbuurt,,
3092,29046160,1.0,True,De Baarsjes - Oud-West,52.36393,4.87508,Private room,2,1.0,2.0,10,$189.00,4,31,True,4,1,4.84,False,,94.5,756.0,0.08,0.13,0.11,4.99,De Baarsjes - Oud-West,0.07397260273972603,
3093,29067735,0.45,False,De Pijp - Rivierenbuurt,52.35068,4.88796,Entire home/apt,2,1.0,1.0,8,$135.00,2,1125,True,0,0,4.57,False,,67.5,270.0,0.06,0.19,0.18,4.99,De Pijp - Rivierenbuurt,,
3094,29071896,0.63,False,Westerpark,52.3824,4.87273,Entire home/apt,2,1.0,1.0,8,$160.00,10,30,True,0,0,4.87,False,,80.0,1600.0,0.07,0.23,0.19,4.99,Westerpark,0.43561643835616437,
3095,29116941,,False,Centrum-Oost,52.36769,4.89981,Entire home/apt,4,2.0,3.0,13,$300.00,3,45,True,0,0,4.96,True,,75.0,900.0,0.12,0.17,0.25,4.99,Centrum-Oost,0.0,
3096,29120704,1.0,False,Oud-Oost,52.36579,4.92868,Private room,2,1.0,1.0,1,$89.00,2,14,True,0,0,4.94,True,,44.5,178.0,0.06,0.16,0.16,4.99,Oud-Oost,,
3097,29124691,0.0,False,De Pijp - Rivierenbuurt,52.35305,4.89162,Entire home/apt,4,2.0,3.0,14,$265.00,1,1125,True,0,0,4.5,False,,66.25,265.0,0.13,0.23,0.21,4.99,De Pijp - Rivierenbuurt,,
3098,29156993,0.38,False,Centrum-Oost,52.36001,4.90281,Entire home/apt,2,1.0,2.0,2,$78.00,1,4,True,0,7,4.89,False,,39.0,78.0,0.05,0.11,0.15,4.99,Centrum-Oost,,
3099,29174186,,False,De Baarsjes - Oud-West,52.36218,4.86589,Entire home/apt,4,2.0,2.0,5,$150.00,1,3,True,0,0,4.7,False,,37.5,150.0,0.09,0.15,0.17,4.99,De Baarsjes - Oud-West,,
3100,29175007,1.0,True,De Aker - Nieuw Sloten,52.34248,4.79112,Private room,2,1.0,1.0,4,$95.00,2,60,True,7,3,4.97,False,,47.5,190.0,0.05,0.12,0.15,4.99,De Aker - Nieuw Sloten,,
3101,29181440,0.57,False,De Pijp - Rivierenbuurt,52.35646,4.88986,Entire home/apt,7,4.0,3.0,13,$300.00,3,12,True,0,0,5.0,True,,42.86,900.0,0.13,0.29,0.21,4.99,De Pijp - Rivierenbuurt,0.0,
3102,29212801,1.0,True,Watergraafsmeer,52.34188,4.92073,Private room,2,1.0,2.0,2,$82.00,1,4,True,2,8,4.95,False,,41.0,82.0,0.06,0.12,0.14,4.99,Watergraafsmeer,,
3103,29230120,1.0,False,Westerpark,52.38209,4.87935,Entire home/apt,2,1.0,2.0,1,$124.00,2,7,True,12,1,4.85,True,,62.0,248.0,0.06,0.15,0.15,4.99,Westerpark,,
3104,29251403,0.84,True,Centrum-Oost,52.36939,4.90386,Private room,2,1.0,1.0,1,$81.00,3,90,True,5,5,4.54,True,,40.5,243.0,0.04,0.12,0.16,4.99,Centrum-Oost,0.29041095890410956,
3105,29256776,,False,De Pijp - Rivierenbuurt,52.35272,4.90364,Entire home/apt,4,2.0,2.0,10,$250.00,3,1125,True,0,0,5.0,False,,62.5,750.0,0.08,0.29,0.18,4.99,De Pijp - Rivierenbuurt,0.0,
3106,29258934,1.0,False,IJburg - Zeeburgereiland,52.36122,4.97921,Private room,2,1.0,1.0,4,$58.00,2,7,True,2,2,4.4,True,,29.0,116.0,0.07,0.1,0.17,2.99,IJburg - Zeeburgereiland,,
3107,29268359,0.91,True,Centrum-Oost,52.37032,4.90575,Private room,2,1.0,1.0,5,$91.00,3,1125,True,7,4,4.51,True,,45.5,273.0,0.05,0.12,0.16,4.99,Centrum-Oost,0.31232876712328766,
