,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,neighborhood,available,five_day_dollar_price
772,4743452,0.58,False,De Baarsjes - Oud-West,52.36724,4.87198,Entire home/apt,4,2.0,3.0,13,$310.00,8,1125,True,0,0,4.92,False,,77.5,2480.0,0.05,0.24,0.23,4.99,De Baarsjes - Oud-West,0.07945205479452055,
773,4743636,0.57,True,Centrum-Oost,52.364323,4.899321,Private room,2,1.0,2.0,3,$82.00,2,14,True,4,1,4.77,False,,41.0,164.0,0.06,0.1,0.14,4.99,Centrum-Oost,,
774,4748130,0.16,False,Centrum-Oost,52.36508,4.92442,Entire home/apt,2,1.0,1.0,12,$250.00,3,30,True,0,1,4.9,False,,125.0,750.0,0.13,0.2,0.35,4.99,Centrum-Oost,0.0,
775,4756790,0.41,False,Zuid,52.351,4.85453,Entire home/apt,2,1.0,1.0,2,$255.00,3,1125,True,0,2,4.76,True,,127.5,765.0,0.06,0.09,0.3,4.99,Zuid,0.0,
776,4761760,0.8,False,Oostelijk Havengebied - Indische Buurt,52.37065,4.94039,Entire home/apt,4,2.0,4.0,5,$175.00,4,1125,True,0,0,4.88,False,,43.75,700.0,0.08,0.16,0.18,4.99,Oostelijk Havengebied - Indische Buurt,0.0027397260273972603,
777,4763419,0.59,False,De Baarsjes - Oud-West,52.36678,4.87437,Entire home/apt,2,1.0,1.0,13,$248.00,3,1125,True,0,1,4.97,False,,124.0,744.0,0.07,0.11,0.25,4.99,De Baarsjes - Oud-West,0.00821917808219178,
778,4764531,,False,Centrum-Oost,52.36925,4.91119,Entire home/apt,4,2.0,3.0,9,$158.00,4,22,True,0,0,4.92,False,,39.5,632.0,0.08,0.19,0.24,4.99,Centrum-Oost,0.0,
779,4774677,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36283,4.93395,Entire home/apt,3,2.0,1.0,6,$75.00,3,18,True,0,0,4.51,False,,25.0,225.0,0.05,0.1,0.17,4.99,Oostelijk Havengebied - Indische Buurt,0.0027397260273972603,
780,4779111,0.61,False,De Baarsjes - Oud-West,52.36121,4.85911,Entire home/apt,3,2.0,2.0,1,$140.00,3,14,True,0,1,4.64,False,,46.67,420.0,0.06,0.11,0.19,4.99,De Baarsjes - Oud-West,0.4246575342465753,
781,4806346,,False,Bos en Lommer,52.37431,4.83939,Entire home/apt,6,3.0,5.0,11,$268.00,4,1125,True,0,0,4.85,False,,44.67,1072.0,0.05,0.22,0.21,4.99,Bos en Lommer,0.0,
782,4815695,0.53,False,De Pijp - Rivierenbuurt,52.3535,4.88715,Entire home/apt,4,2.0,4.0,8,$200.00,10,1125,True,7,1,4.73,True,,50.0,2000.0,0.06,0.24,0.23,4.99,De Pijp - Rivierenbuurt,0.7589041095890411,
783,4831146,0.4,False,De Pijp - Rivierenbuurt,52.34984,4.89251,Entire home/apt,4,2.0,2.0,15,$375.00,2,25,True,0,0,4.8,False,,93.75,750.0,0.11,0.17,0.23,4.99,De Pijp - Rivierenbuurt,,
784,4847183,1.0,False,Oud-Oost,52.36557,4.92681,Entire home/apt,4,2.0,2.0,7,$115.00,2,30,True,0,0,4.87,False,,28.75,230.0,0.06,0.18,0.2,4.99,Oud-Oost,,
785,4860508,0.0,False,Centrum-West,52.38116,4.88845,Entire home/apt,2,1.0,2.0,3,$250.00,5,10,True,0,0,4.82,False,,125.0,1250.0,0.08,0.18,0.16,4.99,Centrum-West,0.0,
786,4861970,0.43,False,Bos en Lommer,52.37817,4.8474,Entire home/apt,4,2.0,2.0,1,$103.00,3,1125,True,0,0,4.38,False,,25.75,309.0,0.06,0.18,0.18,4.99,Bos en Lommer,0.18356164383561643,
787,4864025,0.02,False,Centrum-Oost,52.36825,4.93031,Entire home/apt,3,2.0,1.0,10,$260.00,3,1125,True,0,0,5.0,False,,86.67,780.0,0.07,0.23,0.23,4.99,Centrum-Oost,0.0,
788,4864384,0.98,True,De Aker - Nieuw Sloten,52.34838,4.78878,Private room,2,1.0,1.0,5,$64.00,3,365,True,5,5,4.4,False,,32.0,192.0,0.04,0.08,0.15,2.99,De Aker - Nieuw Sloten,0.821917808219178,
789,4880879,1.0,True,Oud-Oost,52.35717,4.92196,Private room,3,1.0,2.0,7,$182.00,1,29,True,2,2,4.89,True,,60.67,182.0,0.06,0.22,0.23,4.99,Oud-Oost,,
790,4884158,0.81,False,De Baarsjes - Oud-West,52.36993,4.86596,Private room,4,1.0,4.0,4,$131.00,3,120,True,7,4,4.66,False,,32.75,393.0,0.06,0.11,0.16,4.99,De Baarsjes - Oud-West,0.7753424657534247,
791,4892972,0.56,False,Zuid,52.35568,4.88501,Private room,2,1.0,1.0,1,$131.00,4,1125,True,0,2,4.76,False,,65.5,524.0,0.07,0.18,0.17,4.99,Zuid,0.0027397260273972603,
792,4898741,0.48,False,Centrum-Oost,52.36326,4.90345,Entire home/apt,4,2.0,2.0,8,$175.00,3,7,True,0,0,4.82,False,,43.75,525.0,0.09,0.16,0.18,4.99,Centrum-Oost,0.0,
793,4899798,,False,Oostelijk Havengebied - Indische Buurt,52.36503,4.94412,Private room,2,1.0,1.0,1,$76.00,3,30,True,0,0,4.91,False,,38.0,228.0,0.05,0.16,0.15,4.99,Oostelijk Havengebied - Indische Buurt,0.0,
794,4919405,,False,De Pijp - Rivierenbuurt,52.35541,4.892,Entire home/apt,3,2.0,2.0,11,$189.00,3,1125,True,0,0,5.0,False,,63.0,567.0,0.08,0.17,0.18,4.99,De Pijp - Rivierenbuurt,0.0,
795,4934646,1.0,False,Oud-Oost,52.36196,4.91747,Private room,2,1.0,2.0,6,$115.00,7,30,True,7,3,4.79,True,,57.5,805.0,0.05,0.14,0.2,4.99,Oud-Oost,0.12602739726027398,
796,4946084,0.0,False,Centrum-Oost,52.36945,4.92002,Entire home/apt,2,1.0,1.0,4,$156.00,1,140,True,8,0,4.8,False,,78.0,156.0,0.07,0.14,0.21,4.99,Centrum-Oost,0.36164383561643837,
797,4949644,0.63,False,Oud-Noord,52.39894,4.92041,Entire home/apt,5,3.0,4.0,8,$250.00,3,1125,True,0,1,4.75,False,,50.0,750.0,0.07,0.18,0.18,4.99,Oud-Noord,0.005479452054794521,
798,4961851,0.68,False,Noord-West,52.40469,4.90798,Entire home/apt,4,2.0,3.0,1,$150.00,2,60,True,1,0,4.55,False,,37.5,300.0,0.1,0.24,0.16,4.99,Noord-West,,
799,4964816,,False,De Pijp - Rivierenbuurt,52.35503,4.90349,Entire home/apt,2,1.0,1.0,5,$117.00,3,30,True,0,0,4.87,False,,58.5,351.0,0.06,0.13,0.15,4.99,De Pijp - Rivierenbuurt,0.0,
800,4965912,0.03,False,Zuid,52.3523,4.84698,Entire home/apt,5,3.0,5.0,15,$398.00,4,365,True,4,0,,False,,79.6,1592.0,0.07,0.31,0.21,4.99,Zuid,0.39452054794520547,
801,4969675,,False,Noord-Oost,52.38708,4.9555,Entire home/apt,4,2.0,3.0,12,$175.00,3,28,True,0,0,4.8,False,,43.75,525.0,0.08,0.24,0.15,4.99,Noord-Oost,0.5835616438356165,
802,4991085,0.98,False,De Baarsjes - Oud-West,52.36529,4.85138,Private room,2,1.0,1.0,1,$80.00,3,60,True,1,3,4.69,True,,40.0,240.0,0.06,0.13,0.14,4.99,De Baarsjes - Oud-West,0.7863013698630137,
803,5012728,0.88,True,De Aker - Nieuw Sloten,52.34736,4.78846,Private room,2,1.0,2.0,5,$76.00,3,31,True,12,3,4.87,False,,38.0,228.0,0.06,0.11,0.16,4.99,De Aker - Nieuw Sloten,0.8301369863013699,
804,5027842,,False,Westerpark,52.38442,4.8766,Entire home/apt,4,2.0,3.0,7,$175.00,3,14,True,0,0,4.87,False,,43.75,525.0,0.07,0.17,0.22,4.99,Westerpark,0.0,
805,5034576,0.23,False,De Pijp - Rivierenbuurt,52.35362,4.90053,Entire home/apt,4,2.0,3.0,4,$150.00,2,2,True,0,0,4.68,False,,37.5,300.0,0.07,0.21,0.19,4.99,De Pijp - Rivierenbuurt,,
806,5062713,,False,De Baarsjes - Oud-West,52.37165,4.84912,Entire home/apt,4,2.0,4.0,9,$250.00,3,5,True,0,0,4.94,False,,62.5,750.0,0.08,0.19,0.22,4.99,De Baarsjes - Oud-West,0.0,
807,5072326,0.0,False,Oud-Oost,52.35997,4.91293,Entire home/apt,4,2.0,2.0,6,$167.00,4,30,True,0,0,4.88,False,,41.75,668.0,0.06,0.18,0.16,4.99,Oud-Oost,0.0,
808,5087895,0.71,False,Westerpark,52.38364,4.87767,Entire home/apt,3,2.0,1.0,8,$99.00,2,1125,True,0,0,4.78,False,,33.0,198.0,0.06,0.13,0.14,4.99,Westerpark,,
809,5088206,1.0,True,De Baarsjes - Oud-West,52.36117,4.86627,Entire home/apt,4,2.0,2.0,17,$379.00,2,1125,True,5,1,4.77,False,,94.75,758.0,0.1,0.28,0.26,4.99,De Baarsjes - Oud-West,,
810,5109339,0.0,False,Centrum-West,52.37422,4.88225,Entire home/apt,4,2.0,2.0,15,$310.00,2,1125,True,0,1,4.67,False,,77.5,620.0,0.06,0.19,0.3,4.99,Centrum-West,,
811,5114153,0.68,False,Centrum-West,52.37942,4.88423,Entire home/apt,2,1.0,1.0,11,$190.00,3,5,True,0,0,5.0,False,,95.0,570.0,0.07,0.19,0.19,4.99,Centrum-West,0.005479452054794521,
812,5115463,0.35,False,De Pijp - Rivierenbuurt,52.35278,4.90115,Entire home/apt,4,2.0,3.0,5,$155.00,2,24,True,0,1,4.86,False,,38.75,310.0,0.07,0.27,0.16,4.99,De Pijp - Rivierenbuurt,0.021917808219178082,
813,5121629,0.33,False,Westerpark,52.38438,4.87495,Entire home/apt,2,1.0,1.0,6,$189.00,2,1125,True,8,0,4.41,False,,94.5,378.0,0.07,0.18,0.23,4.99,Westerpark,,
814,5128825,,False,Bos en Lommer,52.37991,4.85708,Entire home/apt,4,2.0,3.0,13,$169.00,3,21,True,0,0,4.92,False,,42.25,507.0,0.09,0.21,0.22,4.99,Bos en Lommer,0.0,
815,5132885,0.78,False,Centrum-Oost,52.36181,4.89755,Private room,4,1.0,3.0,11,$372.00,1,1125,True,0,0,4.94,True,,93.0,372.0,0.09,0.06,0.32,4.99,Centrum-Oost,0.31232876712328766,
816,5133110,0.92,False,Centrum-West,52.3687,4.88595,Private room,4,1.0,2.0,18,$343.00,1,1125,True,3,0,4.42,True,,85.75,343.0,0.11,0.22,0.27,4.99,Centrum-West,0.39452054794520547,
817,5142163,0.1,False,Westerpark,52.38952,4.88661,Entire home/apt,2,1.0,1.0,2,$150.00,3,30,True,7,0,4.82,False,,75.0,450.0,0.08,0.23,0.22,4.99,Westerpark,0.7506849315068493,
818,5156433,0.47,False,Slotervaart,52.35033,4.83116,Entire home/apt,4,2.0,2.0,1,$75.00,1,1125,True,0,0,4.82,False,,18.75,75.0,0.07,0.08,0.15,4.99,Slotervaart,,
819,5177030,1.0,False,Oostelijk Havengebied - Indische Buurt,52.3775,4.94526,Entire home/apt,4,2.0,4.0,9,$320.00,3,14,True,0,0,4.92,False,,80.0,960.0,0.13,0.21,0.31,4.99,Oostelijk Havengebied - Indische Buurt,0.0410958904109589,
820,5184303,0.8,True,Centrum-West,52.38402,4.88491,Private room,4,1.0,3.0,10,$240.00,4,20,True,0,2,4.87,True,,60.0,960.0,0.11,0.11,0.25,4.99,Centrum-West,0.8054794520547945,
821,5202774,0.8,False,Centrum-West,52.37104,4.89473,Entire home/apt,2,1.0,1.0,4,$130.00,14,365,True,12,1,4.92,True,,65.0,1820.0,0.07,0.16,0.18,4.99,Centrum-West,0.09041095890410959,
822,5260611,,False,Oud-Oost,52.35695,4.91912,Entire home/apt,4,2.0,2.0,31,$857.00,3,28,True,0,0,4.78,True,,214.25,2571.0,0.06,0.16,0.39,10.99,Oud-Oost,0.0,
823,5296423,,False,Slotervaart,52.36112,4.82521,Private room,2,1.0,1.0,1,$40.00,2,5,True,0,0,4.31,True,,20.0,80.0,0.11,0.1,0.15,0.99,Slotervaart,,
824,5312713,1.0,True,Noord-West,52.404804,4.903021,Private room,2,1.0,1.0,6,$95.00,2,1125,True,2,1,4.86,False,,47.5,190.0,0.05,0.17,0.16,4.99,Noord-West,,
825,5349374,0.57,False,Westerpark,52.3743,4.87542,Entire home/apt,2,1.0,1.0,1,$95.00,4,7,True,0,0,4.84,False,,47.5,380.0,0.08,0.11,0.15,4.99,Westerpark,0.0,
826,5390933,0.38,False,Centrum-Oost,52.37088,4.90351,Private room,4,1.0,4.0,15,$307.00,2,180,True,4,3,4.83,False,,76.75,614.0,0.14,0.26,0.18,4.99,Centrum-Oost,0.5287671232876713,
827,5401988,0.15,False,Oud-Oost,52.35471,4.91468,Entire home/apt,2,1.0,1.0,9,$151.00,25,1125,True,2,0,4.65,False,,75.5,3775.0,0.08,0.19,0.32,4.99,Oud-Oost,0.7698630136986301,
828,5403528,,False,Noord-West,52.42185,4.90293,Entire home/apt,4,2.0,4.0,6,$130.00,4,25,True,0,0,4.65,False,,32.5,520.0,0.06,0.1,0.19,4.99,Noord-West,0.0,
829,5427607,0.45,False,De Pijp - Rivierenbuurt,52.34638,4.89087,Entire home/apt,4,2.0,3.0,17,$295.00,2,5,True,0,0,4.89,False,,73.75,590.0,0.11,0.2,0.31,4.99,De Pijp - Rivierenbuurt,0.0,
830,5428747,0.0,False,De Pijp - Rivierenbuurt,52.34666,4.88879,Entire home/apt,4,2.0,,6,$275.00,2,11,True,0,0,5.0,False,,68.75,550.0,0.13,0.23,0.27,4.99,De Pijp - Rivierenbuurt,,
831,5432591,0.98,False,Oostelijk Havengebied - Indische Buurt,52.37889,4.93095,Private room,2,1.0,1.0,1,$100.00,2,56,True,1,2,4.78,False,,50.0,200.0,0.06,0.15,0.19,4.99,Oostelijk Havengebied - Indische Buurt,,
832,5444330,0.0,False,De Pijp - Rivierenbuurt,52.3458,4.8909,Entire home/apt,4,2.0,1.0,6,$175.00,4,1125,True,0,0,4.67,False,,43.75,700.0,0.07,0.14,0.2,4.99,De Pijp - Rivierenbuurt,0.0,
833,5450176,0.59,False,De Pijp - Rivierenbuurt,52.34087,4.90034,Entire home/apt,2,1.0,1.0,7,$123.00,3,1125,True,0,2,4.72,False,,61.5,369.0,0.06,0.14,0.17,4.99,De Pijp - Rivierenbuurt,0.00821917808219178,
834,5453878,0.0,False,Zuid,52.34451,4.86411,Entire home/apt,2,1.0,1.0,11,$220.00,3,28,True,14,0,4.97,False,,110.0,660.0,0.12,0.07,0.3,4.99,Zuid,0.09041095890410959,
835,5474153,0.17,False,De Baarsjes - Oud-West,52.37106,4.84848,Entire home/apt,2,1.0,2.0,7,$133.00,4,30,True,5,0,4.62,False,,66.5,532.0,0.06,0.23,0.13,4.99,De Baarsjes - Oud-West,0.0136986301369863,
836,5494065,,False,Centrum-West,52.36976,4.88065,Entire home/apt,2,1.0,1.0,9,$250.00,3,30,True,0,0,4.66,False,,125.0,750.0,0.02,0.16,0.25,4.99,Centrum-West,0.0,
837,5501544,0.91,True,Watergraafsmeer,52.35341,4.92504,Entire home/apt,4,2.0,3.0,3,$136.00,3,1125,True,1,0,4.83,False,,34.0,408.0,0.05,0.12,0.19,4.99,Watergraafsmeer,0.057534246575342465,
838,5503580,0.5,False,Gaasperdam - Driemond,52.29122,4.97366,Entire home/apt,4,2.0,3.0,7,$170.00,3,8,True,0,0,5.0,False,,42.5,510.0,0.05,0.21,0.18,4.99,Gaasperdam - Driemond,0.0027397260273972603,
839,5519881,1.0,True,Westerpark,52.38055,4.87595,Entire home/apt,2,1.0,1.0,11,$131.00,4,100,True,0,1,4.87,False,,65.5,524.0,0.07,0.14,0.19,4.99,Westerpark,0.00821917808219178,
840,5596462,,False,IJburg - Zeeburgereiland,52.35289,4.99362,Entire home/apt,4,2.0,5.0,8,$175.00,2,1125,True,0,0,4.69,False,,43.75,350.0,0.08,0.22,0.19,4.99,IJburg - Zeeburgereiland,,
841,5609836,1.0,False,Westerpark,52.38085,4.87372,Entire home/apt,2,1.0,2.0,5,$175.00,3,1125,True,0,0,4.95,True,,87.5,525.0,0.08,0.17,0.15,4.99,Westerpark,0.0,
842,5617321,0.96,True,Centrum-West,52.37377,4.88827,Private room,2,1.0,1.0,9,$175.00,3,8,True,1,4,4.87,True,,87.5,525.0,0.07,0.21,0.2,4.99,Centrum-West,0.09041095890410959,
843,5622623,,False,IJburg - Zeeburgereiland,52.35123,5.00032,Entire home/apt,4,2.0,3.0,7,$150.00,5,22,True,0,0,4.33,False,,37.5,750.0,0.07,0.22,0.2,4.99,IJburg - Zeeburgereiland,0.0,
844,5625228,0.76,False,Centrum-Oost,52.37084,4.91389,Entire home/apt,2,1.0,1.0,7,$140.00,3,1125,True,3,0,4.45,True,,70.0,420.0,0.08,0.15,0.2,4.99,Centrum-Oost,0.7178082191780822,
845,5629549,,False,De Pijp - Rivierenbuurt,52.34159,4.90861,Entire home/apt,4,2.0,3.0,2,$150.00,5,1125,True,0,0,4.89,False,,37.5,750.0,0.07,0.2,0.22,4.99,De Pijp - Rivierenbuurt,0.0,
846,5635872,0.18,False,Oud-Noord,52.38468,4.91291,Entire home/apt,5,3.0,6.0,12,$150.00,7,40,True,17,0,4.86,False,,30.0,1050.0,0.09,0.19,0.22,4.99,Oud-Noord,0.4904109589041096,
847,5647050,0.42,False,Zuid,52.34703,4.87727,Private room,2,1.0,2.0,3,$126.00,2,31,True,8,0,4.68,False,,63.0,252.0,0.07,0.09,0.17,4.99,Zuid,,
848,5655600,1.0,False,De Baarsjes - Oud-West,52.3695,4.86229,Entire home/apt,4,2.0,2.0,3,$190.00,5,1125,True,0,0,5.0,False,,47.5,950.0,0.07,0.12,0.19,4.99,De Baarsjes - Oud-West,0.0,
849,5663570,0.09,False,Centrum-West,52.37628,4.87766,Entire home/apt,2,1.0,1.0,9,$203.00,3,1125,True,0,0,4.72,False,,101.5,609.0,0.11,0.17,0.24,4.99,Centrum-West,0.7616438356164383,
850,5663785,0.75,False,De Baarsjes - Oud-West,52.36924,4.86025,Entire home/apt,8,4.0,5.0,15,$475.00,3,30,True,1,0,4.33,True,,59.38,1425.0,0.08,0.17,0.2,10.99,De Baarsjes - Oud-West,0.0273972602739726,
851,5666746,0.17,False,IJburg - Zeeburgereiland,52.34965,5.00809,Entire home/apt,5,3.0,8.0,12,$499.00,4,21,True,0,0,4.66,True,,99.8,1996.0,0.11,0.17,0.24,10.99,IJburg - Zeeburgereiland,0.26575342465753427,
852,5671597,0.61,False,Centrum-Oost,52.36793,4.90726,Entire home/apt,4,2.0,2.0,14,$299.00,3,20,True,0,0,4.82,False,,74.75,897.0,0.12,0.3,0.27,4.99,Centrum-Oost,0.019178082191780823,
853,5674097,0.12,False,Centrum-West,52.37414,4.88209,Entire home/apt,4,2.0,2.0,14,$450.00,3,1125,True,3,0,4.62,True,,112.5,1350.0,0.08,0.24,0.22,10.99,Centrum-West,0.00821917808219178,
854,5687572,,False,De Baarsjes - Oud-West,52.37314,4.85994,Entire home/apt,4,2.0,2.0,6,$115.00,4,31,True,0,0,4.77,False,,28.75,460.0,0.08,0.13,0.19,4.99,De Baarsjes - Oud-West,0.0,
855,5706436,1.0,False,Watergraafsmeer,52.35324,4.93751,Entire home/apt,4,2.0,3.0,11,$275.00,4,19,True,0,0,4.89,False,,68.75,1100.0,0.11,0.2,0.39,4.99,Watergraafsmeer,0.03287671232876712,
856,5707655,1.0,True,Noord-Oost,52.40405,4.94165,Private room,2,1.0,,4,$80.00,2,30,True,0,3,4.84,True,,40.0,160.0,0.06,0.1,0.14,4.99,Noord-Oost,,
857,5719013,1.0,True,Centrum-West,52.36972,4.89351,Private room,2,1.0,1.0,7,$153.00,2,1125,True,1,1,4.65,False,,76.5,306.0,0.07,0.17,0.21,4.99,Centrum-West,,
858,5722319,1.0,True,Oud-Noord,52.38405,4.90738,Private room,4,1.0,3.0,10,$160.00,2,10,True,0,3,4.9,False,,40.0,320.0,0.08,0.17,0.18,4.99,Oud-Noord,0.0821917808219178,
859,5722615,0.85,False,Oud-Oost,52.35852,4.90919,Entire home/apt,4,2.0,3.0,4,$120.00,2,1125,True,0,0,4.6,False,,30.0,240.0,0.08,0.15,0.15,4.99,Oud-Oost,,
860,5732731,,False,Westerpark,52.38231,4.87233,Entire home/apt,4,2.0,2.0,10,$290.00,2,14,True,4,0,5.0,False,,72.5,580.0,0.14,0.17,0.26,4.99,Westerpark,,
861,5739999,0.93,False,Zuid,52.34961,4.85097,Entire home/apt,4,2.0,4.0,8,$130.00,2,30,True,0,1,4.92,False,,32.5,260.0,0.04,0.11,0.14,4.99,Zuid,,
862,5741450,,False,Centrum-West,52.37807,4.88392,Private room,2,1.0,1.0,3,$138.00,2,100,True,5,5,4.91,False,,69.0,276.0,0.05,0.22,0.17,4.99,Centrum-West,,
863,5741919,,False,IJburg - Zeeburgereiland,52.35634,4.99094,Entire home/apt,8,4.0,6.0,11,$300.00,3,1125,True,0,0,5.0,False,,37.5,900.0,0.08,0.18,0.29,4.99,IJburg - Zeeburgereiland,0.0,
864,5744181,,False,IJburg - Zeeburgereiland,52.35663,4.98739,Entire home/apt,4,2.0,3.0,10,$185.00,3,1125,True,0,0,4.88,True,,46.25,555.0,0.07,0.15,0.24,4.99,IJburg - Zeeburgereiland,0.0,
865,5748017,,False,De Pijp - Rivierenbuurt,52.34255,4.90114,Entire home/apt,2,1.0,1.0,10,$120.00,3,20,True,0,0,5.0,False,,60.0,360.0,0.07,0.13,0.15,4.99,De Pijp - Rivierenbuurt,0.0,
866,5752944,,False,Centrum-Oost,52.3698,4.91396,Private room,2,1.0,2.0,4,$185.00,1,1125,True,0,0,4.93,True,,92.5,185.0,0.07,0.16,0.18,4.99,Centrum-Oost,,
867,5781996,0.16,False,Centrum-West,52.38069,4.88447,Entire home/apt,2,1.0,1.0,1,$130.00,5,1125,True,0,1,4.74,False,,65.0,650.0,0.06,0.19,0.15,4.99,Centrum-West,0.00821917808219178,
868,5809024,1.0,True,IJburg - Zeeburgereiland,52.35393,4.99436,Private room,3,1.0,2.0,3,$86.00,3,30,True,4,3,4.84,False,,28.67,258.0,0.06,0.15,0.15,4.99,IJburg - Zeeburgereiland,0.7068493150684931,
869,5819801,0.0,False,De Pijp - Rivierenbuurt,52.35544,4.90446,Entire home/apt,4,2.0,2.0,8,$187.00,4,10,True,1,0,4.93,False,,46.75,748.0,0.07,0.2,0.14,4.99,De Pijp - Rivierenbuurt,0.024657534246575342,
870,5822367,0.43,False,Oud-Oost,52.36015,4.92919,Entire home/apt,2,1.0,1.0,10,$120.00,14,30,True,0,0,4.72,False,,60.0,1680.0,0.08,0.11,0.2,4.99,Oud-Oost,0.4246575342465753,
871,5830457,0.93,False,Centrum-West,52.37386,4.88225,Private room,4,1.0,2.0,8,$200.00,2,31,True,0,0,4.8,False,,50.0,400.0,0.1,0.16,0.31,4.99,Centrum-West,,
872,5832006,0.48,False,Zuid,52.35471,4.86983,Entire home/apt,4,2.0,3.0,10,$307.00,5,1125,True,0,0,4.88,False,,76.75,1535.0,0.13,0.21,0.35,4.99,Zuid,0.06027397260273973,
873,5836359,0.86,False,Centrum-Oost,52.37164,4.92134,Entire home/apt,2,1.0,1.0,5,$133.00,3,4,True,6,1,4.81,True,,66.5,399.0,0.07,0.17,0.14,4.99,Centrum-Oost,0.03561643835616438,
874,5836389,0.89,False,IJburg - Zeeburgereiland,52.36317,4.98578,Entire home/apt,4,2.0,4.0,11,$275.00,4,1125,True,0,0,4.81,False,,68.75,1100.0,0.09,0.22,0.27,4.99,IJburg - Zeeburgereiland,0.057534246575342465,
875,5836403,,False,De Baarsjes - Oud-West,52.36715,4.87044,Entire home/apt,2,1.0,1.0,11,$136.00,2,1125,True,0,0,4.89,False,,68.0,272.0,0.06,0.14,0.17,4.99,De Baarsjes - Oud-West,,
876,5848732,0.93,False,De Pijp - Rivierenbuurt,52.35711,4.89919,Entire home/apt,3,2.0,1.0,2,$84.00,1,30,True,0,0,4.89,False,,28.0,84.0,0.06,0.1,0.15,4.99,De Pijp - Rivierenbuurt,,
877,5865168,0.87,True,Centrum-Oost,52.37489,4.90546,Private room,4,1.0,4.0,3,$243.00,3,1125,True,14,2,4.83,True,,60.75,729.0,0.13,0.24,0.3,4.99,Centrum-Oost,0.038356164383561646,
878,5865654,,False,Oud-Noord,52.38327,4.91446,Entire home/apt,2,1.0,1.0,3,$100.00,3,1125,True,0,0,4.8,False,,50.0,300.0,0.08,0.1,0.18,4.99,Oud-Noord,0.0,
879,5877192,0.41,False,Westerpark,52.39049,4.8829,Entire home/apt,4,2.0,3.0,10,$170.00,2,1125,True,0,0,4.91,False,,42.5,340.0,0.07,0.16,0.18,4.99,Westerpark,,
880,5881435,0.58,False,Centrum-West,52.37496,4.87835,Entire home/apt,4,2.0,4.0,18,$607.00,3,1125,True,0,0,4.32,True,,151.75,1821.0,0.12,0.2,0.22,10.99,Centrum-West,0.3863013698630137,
881,5882457,1.0,True,Oud-Oost,52.3632,4.92567,Entire home/apt,2,1.0,1.0,5,$115.00,3,6,True,0,0,4.93,False,,57.5,345.0,0.06,0.18,0.14,4.99,Oud-Oost,0.0,
882,5884996,1.0,False,Zuid,52.35287,4.88533,Entire home/apt,2,1.0,1.0,6,$109.00,2,1125,True,0,0,4.92,False,,54.5,218.0,0.09,0.22,0.19,4.99,Zuid,0.0,
883,5887152,0.89,False,De Aker - Nieuw Sloten,52.34559,4.79503,Private room,4,1.0,2.0,4,$85.00,2,1125,True,4,5,4.78,False,,21.25,170.0,0.06,0.12,0.16,4.99,De Aker - Nieuw Sloten,0.7863013698630137,
884,5897261,0.78,False,Noord-Oost,52.42204,4.9558,Private room,4,1.0,3.0,4,$82.00,2,1125,True,10,2,4.43,False,,20.5,164.0,0.07,0.11,0.16,4.99,Noord-Oost,,
885,5899241,0.44,False,Oud-Oost,52.35656,4.91836,Entire home/apt,4,2.0,5.0,12,$220.00,2,1125,True,0,0,4.93,False,,55.0,440.0,0.08,0.26,0.22,4.99,Oud-Oost,,
886,5902525,0.46,False,De Baarsjes - Oud-West,52.35876,4.85966,Entire home/apt,4,2.0,3.0,8,$175.00,4,1125,True,0,1,4.9,False,,43.75,700.0,0.08,0.16,0.17,4.99,De Baarsjes - Oud-West,0.0136986301369863,
887,5910222,,False,De Pijp - Rivierenbuurt,52.35432,4.90506,Entire home/apt,4,2.0,3.0,15,$305.00,2,6,True,0,0,5.0,False,,76.25,610.0,0.12,0.19,0.26,4.99,De Pijp - Rivierenbuurt,,
888,5922703,0.0,False,Oud-Oost,52.35882,4.9341,Private room,3,1.0,1.0,7,$71.00,2,1125,True,0,0,4.06,False,,23.67,142.0,0.06,0.08,0.15,2.99,Oud-Oost,,
889,5950023,1.0,False,De Baarsjes - Oud-West,52.36319,4.87663,Entire home/apt,4,2.0,4.0,13,$279.00,3,18,True,0,1,4.84,False,,69.75,837.0,0.12,0.2,0.22,4.99,De Baarsjes - Oud-West,0.0,
890,5950879,0.52,False,De Baarsjes - Oud-West,52.36827,4.85025,Entire home/apt,4,2.0,2.0,15,$292.00,2,28,True,3,1,4.91,False,,73.0,584.0,0.02,0.13,0.24,4.99,De Baarsjes - Oud-West,,
891,5962744,0.62,True,Centrum-Oost,52.35989,4.89584,Private room,2,1.0,1.0,5,$85.00,4,1125,True,0,0,4.86,False,,42.5,340.0,0.06,0.12,0.15,4.99,Centrum-Oost,0.0,
